COMENT1                 : File generated by
  -33.70834      -9.875000    
  -33.62500      -9.875000    
  -33.54166      -9.875000    
  -33.45834      -9.875000    
  -33.37500      -9.875000    
  -33.29166      -9.875000    
  -33.20834      -9.875000    
  -33.12500      -9.875000    
  -33.04166      -9.875000    
  -32.95834      -9.875000    
  -32.87500      -9.875000    
  -32.79166      -9.875000    
  -32.70834      -9.875000    
  -32.62500      -9.875000    
  -32.54166      -9.875000    
  -32.45834      -9.875000    
  -32.37500      -9.875000    
  -32.29166      -9.875000    
  -32.20834      -9.875000    
  -32.12500      -9.875000    
  -32.04166      -9.875000    
  -31.95833      -9.875000    
  -31.87500      -9.875000    
  -31.79167      -9.875000    
  -31.70833      -9.875000    
  -31.62500      -9.875000    
  -31.54167      -9.875000    
  -31.45833      -9.875000    
  -31.37500      -9.875000    
  -31.29167      -9.875000    
  -31.20833      -9.875000    
  -31.12500      -9.875000    
  -31.04167      -9.875000    
  -30.95833      -9.875000    
  -30.87500      -9.875000    
  -30.79167      -9.875000    
  -30.70833      -9.875000    
  -30.62500      -9.875000    
  -30.54167      -9.875000    
  -30.45833      -9.875000    
  -30.37500      -9.875000    
  -30.29167      -9.875000    
  -30.20833      -9.875000    
  -30.12500      -9.875000    
  -30.04167      -9.875000    
  -44.95834      -9.791666    
  -44.87500      -9.791666    
  -44.79166      -9.791666    
  -44.70834      -9.791666    
  -44.62500      -9.791666    
  -44.54166      -9.791666    
  -44.45834      -9.791666    
  -44.37500      -9.791666    
  -44.29166      -9.791666    
  -44.20834      -9.791666    
  -44.12500      -9.791666    
  -44.04166      -9.791666    
  -43.95834      -9.791666    
  -43.87500      -9.791666    
  -43.79166      -9.791666    
  -43.70834      -9.791666    
  -43.62500      -9.791666    
  -43.54166      -9.791666    
  -43.45834      -9.791666    
  -43.37500      -9.791666    
  -43.29166      -9.791666    
  -43.20834      -9.791666    
  -43.12500      -9.791666    
  -43.04166      -9.791666    
  -42.95834      -9.791666    
  -42.87500      -9.791666    
  -42.79166      -9.791666    
  -42.70834      -9.791666    
  -42.62500      -9.791666    
  -42.54166      -9.791666    
  -42.45834      -9.791666    
  -42.37500      -9.791666    
  -42.29166      -9.791666    
  -42.20834      -9.791666    
  -42.12500      -9.791666    
  -42.04166      -9.791666    
  -41.95834      -9.791666    
  -41.87500      -9.791666    
  -41.79166      -9.791666    
  -41.70834      -9.791666    
  -41.62500      -9.791666    
  -41.54166      -9.791666    
  -41.45834      -9.791666    
  -41.37500      -9.791666    
  -41.29166      -9.791666    
  -41.20834      -9.791666    
  -41.12500      -9.791666    
  -41.04166      -9.791666    
  -40.95834      -9.791666    
  -40.87500      -9.791666    
  -40.79166      -9.791666    
  -40.70834      -9.791666    
  -40.62500      -9.791666    
  -40.54166      -9.791666    
  -40.45834      -9.791666    
  -40.37500      -9.791666    
  -40.29166      -9.791666    
  -40.20834      -9.791666    
  -40.12500      -9.791666    
  -40.04166      -9.791666    
  -39.95834      -9.791666    
  -39.87500      -9.791666    
  -39.79166      -9.791666    
  -39.70834      -9.791666    
  -39.62500      -9.791666    
  -39.54166      -9.791666    
  -39.45834      -9.791666    
  -39.37500      -9.791666    
  -39.29166      -9.791666    
  -39.20834      -9.791666    
  -39.12500      -9.791666    
  -39.04166      -9.791666    
  -38.95834      -9.791666    
  -38.87500      -9.791666    
  -38.79166      -9.791666    
  -38.70834      -9.791666    
  -38.62500      -9.791666    
  -38.54166      -9.791666    
  -38.45834      -9.791666    
  -38.37500      -9.791666    
  -38.29166      -9.791666    
  -38.20834      -9.791666    
  -38.12500      -9.791666    
  -38.04166      -9.791666    
  -37.95834      -9.791666    
  -37.87500      -9.791666    
  -37.79166      -9.791666    
  -37.70834      -9.791666    
  -37.62500      -9.791666    
  -37.54166      -9.791666    
  -37.45834      -9.791666    
  -37.37500      -9.791666    
  -37.29166      -9.791666    
  -37.20834      -9.791666    
  -37.12500      -9.791666    
  -37.04166      -9.791666    
  -36.95834      -9.791666    
  -36.87500      -9.791666    
  -36.79166      -9.791666    
  -36.70834      -9.791666    
  -36.62500      -9.791666    
  -36.54166      -9.791666    
  -36.45834      -9.791666    
  -36.37500      -9.791666    
  -36.29166      -9.791666    
  -36.20834      -9.791666    
  -36.12500      -9.791666    
  -36.04166      -9.791666    
  -35.95834      -9.791666    
  -35.87500      -9.791666    
  -35.79166      -9.791666    
  -35.70834      -9.791666    
  -35.62500      -9.791666    
  -35.54166      -9.791666    
  -35.45834      -9.791666    
  -35.37500      -9.791666    
  -35.29166      -9.791666    
  -35.20834      -9.791666    
  -35.12500      -9.791666    
  -35.04166      -9.791666    
  -34.95834      -9.791666    
  -34.87500      -9.791666    
  -34.79166      -9.791666    
  -34.70834      -9.791666    
  -34.62500      -9.791666    
  -34.54166      -9.791666    
  -34.45834      -9.791666    
  -34.37500      -9.791666    
  -34.29166      -9.791666    
  -34.20834      -9.791666    
  -34.12500      -9.791666    
  -34.04166      -9.791666    
  -33.95834      -9.791666    
  -33.87500      -9.791666    
  -33.79166      -9.791666    
  -33.70834      -9.791666    
  -33.62500      -9.791666    
  -33.54166      -9.791666    
  -33.45834      -9.791666    
  -33.37500      -9.791666    
  -33.29166      -9.791666    
  -33.20834      -9.791666    
  -33.12500      -9.791666    
  -33.04166      -9.791666    
  -32.95834      -9.791666    
  -32.87500      -9.791666    
  -32.79166      -9.791666    
  -32.70834      -9.791666    
  -32.62500      -9.791666    
  -32.54166      -9.791666    
  -32.45834      -9.791666    
  -32.37500      -9.791666    
  -32.29166      -9.791666    
  -32.20834      -9.791666    
  -32.12500      -9.791666    
  -32.04166      -9.791666    
  -31.95833      -9.791666    
  -31.87500      -9.791666    
  -31.79167      -9.791666    
  -31.70833      -9.791666    
  -31.62500      -9.791666    
  -31.54167      -9.791666    
  -31.45833      -9.791666    
  -31.37500      -9.791666    
  -31.29167      -9.791666    
  -31.20833      -9.791666    
  -31.12500      -9.791666    
  -31.04167      -9.791666    
  -30.95833      -9.791666    
  -30.87500      -9.791666    
  -30.79167      -9.791666    
  -30.70833      -9.791666    
  -30.62500      -9.791666    
  -30.54167      -9.791666    
  -30.45833      -9.791666    
  -30.37500      -9.791666    
  -30.29167      -9.791666    
  -30.20833      -9.791666    
  -30.12500      -9.791666    
  -30.04167      -9.791666    
  -44.95834      -9.708334    
  -44.87500      -9.708334    
  -44.79166      -9.708334    
  -44.70834      -9.708334    
  -44.62500      -9.708334    
  -44.54166      -9.708334    
  -44.45834      -9.708334    
  -44.37500      -9.708334    
  -44.29166      -9.708334    
  -44.20834      -9.708334    
  -44.12500      -9.708334    
  -44.04166      -9.708334    
  -43.95834      -9.708334    
  -43.87500      -9.708334    
  -43.79166      -9.708334    
  -43.70834      -9.708334    
  -43.62500      -9.708334    
  -43.54166      -9.708334    
  -43.45834      -9.708334    
  -43.37500      -9.708334    
  -43.29166      -9.708334    
  -43.20834      -9.708334    
  -43.12500      -9.708334    
  -43.04166      -9.708334    
  -42.95834      -9.708334    
  -42.87500      -9.708334    
  -42.79166      -9.708334    
  -42.70834      -9.708334    
  -42.62500      -9.708334    
  -42.54166      -9.708334    
  -42.45834      -9.708334    
  -42.37500      -9.708334    
  -42.29166      -9.708334    
  -42.20834      -9.708334    
  -42.12500      -9.708334    
  -42.04166      -9.708334    
  -41.95834      -9.708334    
  -41.87500      -9.708334    
  -41.79166      -9.708334    
  -41.70834      -9.708334    
  -41.62500      -9.708334    
  -41.54166      -9.708334    
  -41.45834      -9.708334    
  -41.37500      -9.708334    
  -41.29166      -9.708334    
  -41.20834      -9.708334    
  -41.12500      -9.708334    
  -41.04166      -9.708334    
  -40.95834      -9.708334    
  -40.87500      -9.708334    
  -40.79166      -9.708334    
  -40.70834      -9.708334    
  -40.62500      -9.708334    
  -40.54166      -9.708334    
  -40.45834      -9.708334    
  -40.37500      -9.708334    
  -40.29166      -9.708334    
  -40.20834      -9.708334    
  -40.12500      -9.708334    
  -40.04166      -9.708334    
  -39.95834      -9.708334    
  -39.87500      -9.708334    
  -39.79166      -9.708334    
  -39.70834      -9.708334    
  -39.62500      -9.708334    
  -39.54166      -9.708334    
  -39.45834      -9.708334    
  -39.37500      -9.708334    
  -39.29166      -9.708334    
  -39.20834      -9.708334    
  -39.12500      -9.708334    
  -39.04166      -9.708334    
  -38.95834      -9.708334    
  -38.87500      -9.708334    
  -38.79166      -9.708334    
  -38.70834      -9.708334    
  -38.62500      -9.708334    
  -38.54166      -9.708334    
  -38.45834      -9.708334    
  -38.37500      -9.708334    
  -38.29166      -9.708334    
  -38.20834      -9.708334    
  -38.12500      -9.708334    
  -38.04166      -9.708334    
  -37.95834      -9.708334    
  -37.87500      -9.708334    
  -37.79166      -9.708334    
  -37.70834      -9.708334    
  -37.62500      -9.708334    
  -37.54166      -9.708334    
  -37.45834      -9.708334    
  -37.37500      -9.708334    
  -37.29166      -9.708334    
  -37.20834      -9.708334    
  -37.12500      -9.708334    
  -37.04166      -9.708334    
  -36.95834      -9.708334    
  -36.87500      -9.708334    
  -36.79166      -9.708334    
  -36.70834      -9.708334    
  -36.62500      -9.708334    
  -36.54166      -9.708334    
  -36.45834      -9.708334    
  -36.37500      -9.708334    
  -36.29166      -9.708334    
  -36.20834      -9.708334    
  -36.12500      -9.708334    
  -36.04166      -9.708334    
  -35.95834      -9.708334    
  -35.87500      -9.708334    
  -35.79166      -9.708334    
  -35.70834      -9.708334    
  -35.62500      -9.708334    
  -35.54166      -9.708334    
  -35.45834      -9.708334    
  -35.37500      -9.708334    
  -35.29166      -9.708334    
  -35.20834      -9.708334    
  -35.12500      -9.708334    
  -35.04166      -9.708334    
  -34.95834      -9.708334    
  -34.87500      -9.708334    
  -34.79166      -9.708334    
  -34.70834      -9.708334    
  -34.62500      -9.708334    
  -34.54166      -9.708334    
  -34.45834      -9.708334    
  -34.37500      -9.708334    
  -34.29166      -9.708334    
  -34.20834      -9.708334    
  -34.12500      -9.708334    
  -34.04166      -9.708334    
  -33.95834      -9.708334    
  -33.87500      -9.708334    
  -33.79166      -9.708334    
  -33.70834      -9.708334    
  -33.62500      -9.708334    
  -33.54166      -9.708334    
  -33.45834      -9.708334    
  -33.37500      -9.708334    
  -33.29166      -9.708334    
  -33.20834      -9.708334    
  -33.12500      -9.708334    
  -33.04166      -9.708334    
  -32.95834      -9.708334    
  -32.87500      -9.708334    
  -32.79166      -9.708334    
  -32.70834      -9.708334    
  -32.62500      -9.708334    
  -32.54166      -9.708334    
  -32.45834      -9.708334    
  -32.37500      -9.708334    
  -32.29166      -9.708334    
  -32.20834      -9.708334    
  -32.12500      -9.708334    
  -32.04166      -9.708334    
  -31.95833      -9.708334    
  -31.87500      -9.708334    
  -31.79167      -9.708334    
  -31.70833      -9.708334    
  -31.62500      -9.708334    
  -31.54167      -9.708334    
  -31.45833      -9.708334    
  -31.37500      -9.708334    
  -31.29167      -9.708334    
  -31.20833      -9.708334    
  -31.12500      -9.708334    
  -31.04167      -9.708334    
  -30.95833      -9.708334    
  -30.87500      -9.708334    
  -30.79167      -9.708334    
  -30.70833      -9.708334    
  -30.62500      -9.708334    
  -30.54167      -9.708334    
  -30.45833      -9.708334    
  -30.37500      -9.708334    
  -30.29167      -9.708334    
  -30.20833      -9.708334    
  -30.12500      -9.708334    
  -30.04167      -9.708334    
  -44.95834      -9.625000    
  -44.87500      -9.625000    
  -44.79166      -9.625000    
  -44.70834      -9.625000    
  -44.62500      -9.625000    
  -44.54166      -9.625000    
  -44.45834      -9.625000    
  -44.37500      -9.625000    
  -44.29166      -9.625000    
  -44.20834      -9.625000    
  -44.12500      -9.625000    
  -44.04166      -9.625000    
  -43.95834      -9.625000    
  -43.87500      -9.625000    
  -43.79166      -9.625000    
  -43.70834      -9.625000    
  -43.62500      -9.625000    
  -43.54166      -9.625000    
  -43.45834      -9.625000    
  -43.37500      -9.625000    
  -43.29166      -9.625000    
  -43.20834      -9.625000    
  -43.12500      -9.625000    
  -43.04166      -9.625000    
  -42.95834      -9.625000    
  -42.87500      -9.625000    
  -42.79166      -9.625000    
  -42.70834      -9.625000    
  -42.62500      -9.625000    
  -42.54166      -9.625000    
  -42.45834      -9.625000    
  -42.37500      -9.625000    
  -42.29166      -9.625000    
  -42.20834      -9.625000    
  -42.12500      -9.625000    
  -42.04166      -9.625000    
  -41.95834      -9.625000    
  -41.87500      -9.625000    
  -41.79166      -9.625000    
  -41.70834      -9.625000    
  -41.62500      -9.625000    
  -41.54166      -9.625000    
  -41.45834      -9.625000    
  -41.37500      -9.625000    
  -41.29166      -9.625000    
  -41.20834      -9.625000    
  -41.12500      -9.625000    
  -41.04166      -9.625000    
  -40.95834      -9.625000    
  -40.87500      -9.625000    
  -40.79166      -9.625000    
  -40.70834      -9.625000    
  -40.62500      -9.625000    
  -40.54166      -9.625000    
  -40.45834      -9.625000    
  -40.37500      -9.625000    
  -40.29166      -9.625000    
  -40.20834      -9.625000    
  -40.12500      -9.625000    
  -40.04166      -9.625000    
  -39.95834      -9.625000    
  -39.87500      -9.625000    
  -39.79166      -9.625000    
  -39.70834      -9.625000    
  -39.62500      -9.625000    
  -39.54166      -9.625000    
  -39.45834      -9.625000    
  -39.37500      -9.625000    
  -39.29166      -9.625000    
  -39.20834      -9.625000    
  -39.12500      -9.625000    
  -39.04166      -9.625000    
  -38.95834      -9.625000    
  -38.87500      -9.625000    
  -38.79166      -9.625000    
  -38.70834      -9.625000    
  -38.62500      -9.625000    
  -38.54166      -9.625000    
  -38.45834      -9.625000    
  -38.37500      -9.625000    
  -38.29166      -9.625000    
  -38.20834      -9.625000    
  -38.12500      -9.625000    
  -38.04166      -9.625000    
  -37.95834      -9.625000    
  -37.87500      -9.625000    
  -37.79166      -9.625000    
  -37.70834      -9.625000    
  -37.62500      -9.625000    
  -37.54166      -9.625000    
  -37.45834      -9.625000    
  -37.37500      -9.625000    
  -37.29166      -9.625000    
  -37.20834      -9.625000    
  -37.12500      -9.625000    
  -37.04166      -9.625000    
  -36.95834      -9.625000    
  -36.87500      -9.625000    
  -36.79166      -9.625000    
  -36.70834      -9.625000    
  -36.62500      -9.625000    
  -36.54166      -9.625000    
  -36.45834      -9.625000    
  -36.37500      -9.625000    
  -36.29166      -9.625000    
  -36.20834      -9.625000    
  -36.12500      -9.625000    
  -36.04166      -9.625000    
  -35.95834      -9.625000    
  -35.87500      -9.625000    
  -35.79166      -9.625000    
  -35.70834      -9.625000    
  -35.62500      -9.625000    
  -35.54166      -9.625000    
  -35.45834      -9.625000    
  -35.37500      -9.625000    
  -35.29166      -9.625000    
  -35.20834      -9.625000    
  -35.12500      -9.625000    
  -35.04166      -9.625000    
  -34.95834      -9.625000    
  -34.87500      -9.625000    
  -34.79166      -9.625000    
  -34.70834      -9.625000    
  -34.62500      -9.625000    
  -34.54166      -9.625000    
  -34.45834      -9.625000    
  -34.37500      -9.625000    
  -34.29166      -9.625000    
  -34.20834      -9.625000    
  -34.12500      -9.625000    
  -34.04166      -9.625000    
  -33.95834      -9.625000    
  -33.87500      -9.625000    
  -33.79166      -9.625000    
  -33.70834      -9.625000    
  -33.62500      -9.625000    
  -33.54166      -9.625000    
  -33.45834      -9.625000    
  -33.37500      -9.625000    
  -33.29166      -9.625000    
  -33.20834      -9.625000    
  -33.12500      -9.625000    
  -33.04166      -9.625000    
  -32.95834      -9.625000    
  -32.87500      -9.625000    
  -32.79166      -9.625000    
  -32.70834      -9.625000    
  -32.62500      -9.625000    
  -32.54166      -9.625000    
  -32.45834      -9.625000    
  -32.37500      -9.625000    
  -32.29166      -9.625000    
  -32.20834      -9.625000    
  -32.12500      -9.625000    
  -32.04166      -9.625000    
  -31.95833      -9.625000    
  -31.87500      -9.625000    
  -31.79167      -9.625000    
  -31.70833      -9.625000    
  -31.62500      -9.625000    
  -31.54167      -9.625000    
  -31.45833      -9.625000    
  -31.37500      -9.625000    
  -31.29167      -9.625000    
  -31.20833      -9.625000    
  -31.12500      -9.625000    
  -31.04167      -9.625000    
  -30.95833      -9.625000    
  -30.87500      -9.625000    
  -30.79167      -9.625000    
  -30.70833      -9.625000    
  -30.62500      -9.625000    
  -30.54167      -9.625000    
  -30.45833      -9.625000    
  -30.37500      -9.625000    
  -30.29167      -9.625000    
  -30.20833      -9.625000    
  -30.12500      -9.625000    
  -30.04167      -9.625000    
  -44.95834      -9.541666    
  -44.87500      -9.541666    
  -44.79166      -9.541666    
  -44.70834      -9.541666    
  -44.62500      -9.541666    
  -44.54166      -9.541666    
  -44.45834      -9.541666    
  -44.37500      -9.541666    
  -44.29166      -9.541666    
  -44.20834      -9.541666    
  -44.12500      -9.541666    
  -44.04166      -9.541666    
  -43.95834      -9.541666    
  -43.87500      -9.541666    
  -43.79166      -9.541666    
  -43.70834      -9.541666    
  -43.62500      -9.541666    
  -43.54166      -9.541666    
  -43.45834      -9.541666    
  -43.37500      -9.541666    
  -43.29166      -9.541666    
  -43.20834      -9.541666    
  -43.12500      -9.541666    
  -43.04166      -9.541666    
  -42.95834      -9.541666    
  -42.87500      -9.541666    
  -42.79166      -9.541666    
  -42.70834      -9.541666    
  -42.62500      -9.541666    
  -42.54166      -9.541666    
  -42.45834      -9.541666    
  -42.37500      -9.541666    
  -42.29166      -9.541666    
  -42.20834      -9.541666    
  -42.12500      -9.541666    
  -42.04166      -9.541666    
  -41.95834      -9.541666    
  -41.87500      -9.541666    
  -41.79166      -9.541666    
  -41.70834      -9.541666    
  -41.62500      -9.541666    
  -41.54166      -9.541666    
  -41.45834      -9.541666    
  -41.37500      -9.541666    
  -41.29166      -9.541666    
  -41.20834      -9.541666    
  -41.12500      -9.541666    
  -41.04166      -9.541666    
  -40.95834      -9.541666    
  -40.87500      -9.541666    
  -40.79166      -9.541666    
  -40.70834      -9.541666    
  -40.62500      -9.541666    
  -40.54166      -9.541666    
  -40.45834      -9.541666    
  -40.37500      -9.541666    
  -40.29166      -9.541666    
  -40.20834      -9.541666    
  -40.12500      -9.541666    
  -40.04166      -9.541666    
  -39.95834      -9.541666    
  -39.87500      -9.541666    
  -39.79166      -9.541666    
  -39.70834      -9.541666    
  -39.62500      -9.541666    
  -39.54166      -9.541666    
  -39.45834      -9.541666    
  -39.37500      -9.541666    
  -39.29166      -9.541666    
  -39.20834      -9.541666    
  -39.12500      -9.541666    
  -39.04166      -9.541666    
  -38.95834      -9.541666    
  -38.87500      -9.541666    
  -38.79166      -9.541666    
  -38.70834      -9.541666    
  -38.62500      -9.541666    
  -38.54166      -9.541666    
  -38.45834      -9.541666    
  -38.37500      -9.541666    
  -38.29166      -9.541666    
  -38.20834      -9.541666    
  -38.12500      -9.541666    
  -38.04166      -9.541666    
  -37.95834      -9.541666    
